CODICE_VIA;STATO;TIPO;DENOMINAZIONE;DATA_INTITOLAZIONE;ANNO_SOPPRESSIONE;DESCRITTIVO;ANNCSU;OPENSTREETMAP;PROGANNCSU;TOPONIMO_OSM;RATIO
3249;2;1;VILLA FRANCESCO;0;0;FRANCESCO VILLA;FRANCESCO VILLA;FRANCESCO VILLA;;Via Francesco Villa;100
3250;2;10;BUCCARI;0;0;BUCCARI;BUCCARI;BUCCARI;;Cavalcavia Buccari;100
3251;2;1;TUCIDIDE;0;0;TUCIDIDE;TUCIDIDE;TUCIDIDE;;Via Tucidide;100
3252;2;1;AQUILA;0;0;AQUILA;AQUILA;AQUILA;;Via Aquila;100
3253;2;1;GIOVANNI DA MILANO;0;0;GIOVANNI DA MILANO;GIOVANNI DA MILANO;GIOVANNI DA MILANO;;Via Giovanni da Milano;100
3254;2;2;ARGONNE;0;0;ARGONNE;ARGONNE;ARGONNE;;Viale Argonne;100
3255;2;1;REINA FRANCESCO;0;0;FRANCESCO REINA;FRANCESCO REINA;FRANCESCO REINA;;Via Francesco Reina;100
3256;2;1;SISMONDI GIANCARLO;0;0;GIANCARLO SISMONDI;GIANCARLO SISMONDI;GIANCARLO SISMONDI;;Via Giancarlo Sismondi;100
3257;2;1;ZANELLA GIACOMO;0;0;GIACOMO ZANELLA;GIACOMO ZANELLA;GIACOMO ZANELLA;;Via Giacomo Zanella;100
3258;2;1;TERENZIO;0;0;TERENZIO;TERENZIO;TERENZIO;;Via Terenzio;100
3259;2;1;LONGHI GIUSEPPE;0;0;GIUSEPPE LONGHI;GIUSEPPE LONGHI;GIUSEPPE LONGHI;;Via Giuseppe Longhi;100
3260;2;1;TAVERNA;0;0;TAVERNA;TAVERNA;TAVERNA;;Via Taverna;100
3261;2;1;SALESINA;0;0;SALESINA;SALESINA;SALESINA;;Via Privata Salesina;85
3262;2;2;CORSICA;0;0;CORSICA;CORSICA;CORSICA;;Viale Corsica;100
3263;2;1;PIRANESI GIOVANNI BATTISTA;0;0;GIOVANNI BATTISTA PIRANESI;GIOVANNI BATTISTA PIRANESI;GIOVANNI BATTISTA PIRANESI;;Via Giovanni Battista Piranesi;100
3264;2;1;SOPRANZI FEDELE;0;0;FEDELE SOPRANZI;FEDELE SOPRANZI;FEDELE SOPRANZI;;Via Fedele Sopranzi;100
3265;2;1;APULEJO LUCIO;0;0;LUCIO APULEJO;LUCIO APULEJO;LUCIO APULEJO;;Via Lucio Apulejo;100
3266;2;1;LAVAGNA FILIPPO;0;0;FILIPPO LAVAGNA;FILIPPO LAVAGNA;FILIPPO LAVAGNA;;Via Privata Filippo Lavagna;95
3267;2;1;BARTOLOZZI FRANCESCO;0;0;FRANCESCO BARTOLOZZI;FRANCESCO BARTOLOZZI;FRANCESCO BARTOLOZZI;;Via privata Francesco Bartolozzi;95
3268;2;1;GRASSELLI ANNIBALE;0;0;ANNIBALE GRASSELLI;ANNIBALE GRASSELLI;ANNIBALE GRASSELLI;;Via Annibale Grasselli;100
3269;2;1;CARBONERA AZZO;0;0;AZZO CARBONERA;AZZO CARBONERA;AZZO CARBONERA;;Via Azzo Carbonera;100
3270;2;1;CALAMATTA LUIGI;0;0;LUIGI CALAMATTA;LUIGI CALAMATTA;LUIGI CALAMATTA;;Via Luigi Calamatta;100
3271;2;1;KOLBE PADRE MASSIMILIANO;0;0;PADRE MASSIMILIANO KOLBE;PADRE MASSIMILIANO KOLBE;PADRE MASSIMILIANO KOLBE;;Via Padre Massimiliano Kolbe;100
3272;2;1;DE ANDREIS LUIGI;0;0;LUIGI DE ANDREIS;LUIGI DE ANDREIS;LUIGI DE ANDREIS;;Via Luigi de Andreis;100
3273;2;1;BATTISTOTTI SASSI LUISA;0;0;LUISA BATTISTOTTI SASSI;LUISA BATTISTOTTI SASSI;LUISA BATTISTOTTI SASSI;;Via Luisa Battistotti Sassi;100
3274;2;1;MONTE SUELLO;0;0;MONTE SUELLO;MONTE SUELLO;MONTE SUELLO;;Via Monte Suello;100
3275;2;1;DEVOTO LUIGI;0;0;LUIGI DEVOTO;LUIGI DEVOTO;LUIGI DEVOTO;;Via Luigi Devoto;100
3276;2;1;SANREMO;0;0;SANREMO;SANREMO;SANREMO;;Via Sanremo;100
3277;2;1;CARDINALE MEZZOFANTI;0;0;CARDINALE GIUSEPPE MEZZOFANTI;CARDINALE GIUSEPPE MEZZOFANTI;CARDINALE MEZZOFANTI;;Via Cardinale Mezzofanti;95
3278;2;1;ARDIGO' ROBERTO;0;0;ROBERTO ARDIGO';ROBERTO ARDIGO';ROBERTO ARDIGO';;Via Roberto Ardigò;97
3279;2;1;NEGROLI;0;0;NEGROLI;NEGROLI;NEGROLI;;Via Negroli;100
3280;2;1;LOMELLINA;0;0;LOMELLINA;LOMELLINA;LOMELLINA;;Via Lomellina;100
3281;2;1;DRUSO;0;0;DRUSO;DRUSO;DRUSO;;Via Privata Druso;85
3282;2;1;LABEONE;0;0;LABEONE;LABEONE;LABEONE;;Via privata Labeone;85
3283;2;1;MASOTTO UMBERTO;0;0;UMBERTO MASOTTO;UMBERTO MASOTTO;UMBERTO MASOTTO;;Via Umberto Masotto;100
3284;2;1;SMAREGLIA ANTONIO;0;0;ANTONIO SMAREGLIA;ANTONIO SMAREGLIA;ANTONIO SMAREGLIA;;Via Antonio Smareglia;100
3285;2;1;OSTIGLIA;0;0;OSTIGLIA;OSTIGLIA;OSTIGLIA;;Via Ostiglia;100
3286;2;3;ADIGRAT;0;0;ADIGRAT;ADIGRAT;ADIGRAT;;Piazza Adigrat;100
3287;2;1;DALL'ONGARO FRANCESCO;19000101;;FRANCESCO DALL'ONGARO;FRANCESCO DALL'ONGARO;FRANCESCO DALL'ONGARO;;Via Francesco dall'Ongaro;100
3288;2;1;FRAPOLLI LUIGI;0;0;LUIGI FRAPOLLI;LUIGI FRAPOLLI;LUIGI FRAPOLLI;;Via Luigi Frapolli;100
3289;2;1;SIGHELE;0;0;SIGHELE;SIGHELE;SIGHELE;;Via Sighele;100
3290;2;1;CATANIA;0;0;CATANIA;CATANIA;CATANIA;;Via Catania;100
3291;2;1;CARONTI FILIPPO;0;0;FILIPPO CARONTI;FILIPPO CARONTI;FILIPPO CARONTI;;Via Filippo Caronti;100
3292;2;1;CIRONI PIETRO;0;0;PIETRO CIRONI;PIETRO CIRONI;PIETRO CIRONI;;Via Pietro Cironi;100
3293;2;1;CAPOLAGO;0;0;CAPOLAGO;CAPOLAGO;CAPOLAGO;;Via Privata Capolago;85
3294;2;1;MARCIANO;0;0;MARCIANO;MARCIANO;MARCIANO;;Via Marciano;100
3295;2;1;PANNONIA;0;0;PANNONIA;PANNONIA;PANNONIA;;Via Pannonia;100
3296;2;1;ACHILLEO (SANT');0;0;SANT'ACHILLEO;SANT'ACHILLEO;SANT'ACHILLEO;;Via Sant'Achilleo;100
3297;2;1;MARTINO DON CARLO (SAN);0;0;DON CARLO SAN MARTINO;DON CARLO SAN MARTINO;DON CARLO SAN MARTINO;;Via Don Carlo San Martino;100
3298;2;1;NEREO (SAN);0;0;SAN NEREO;SAN NEREO;SAN NEREO;;Via San Nereo;100
3299;2;4;PORTO DI CLASSE;0;0;PORTO DI CLASSE;PORTO DI CLASSE;PORTO DI CLASSE;;Largo Porto di Classe;100
3300;2;3;FUSINA ANDREA;0;0;ANDREA FUSINA;ANDREA FUSINA;ANDREA FUSINA;;Piazza Andrea Fusina;100
3301;2;4;GRIFFINI ENRICO AGOSTINO;19910618;;ENRICO AGOSTINO GRIFFINI;ENRICO AGOSTINO GRIFFINI;ENRICO AGOSTINO GRIFFINI;;Largo Enrico Agostino Griffini;100
3302;2;1;COSSA ALFONSO;0;0;ALFONSO COSSA;ALFONSO COSSA;ALFONSO COSSA;;Via Alfonso Cossa;100
3303;2;1;GARAVAGLIA CARLO;0;0;CARLO GARAVAGLIA;CARLO GARAVAGLIA;CARLO GARAVAGLIA;;Via Carlo Garavaglia;100
3304;2;1;MAZZUCOTELLI ALESSANDRO;0;0;ALESSANDRO MAZZUCOTELLI;ALESSANDRO MAZZUCOTELLI;ALESSANDRO MAZZUCOTELLI;;Via Alessandro Mazzucotelli;100
3305;2;4;RODARI GIANNI;19940121;;GIANNI RODARI;GIANNI RODARI;GIANNI RODARI;;Largo Gianni Rodari;100
3306;2;3;ARTIGIANATO;0;0;ARTIGIANATO;ARTIGIANATO;ARTIGIANATO;;Piazza Artigianato;100
3307;2;1;BARIGOZZI ERMANNO;0;0;ERMANNO BARIGOZZI;ERMANNO BARIGOZZI;ERMANNO BARIGOZZI;;Via Ermanno Barigozzi;100
3308;2;1;BELLOSIO EUGENIO;0;0;EUGENIO BELLOSIO;EUGENIO BELLOSIO;EUGENIO BELLOSIO;;Via Eugenio Bellosio;100
3309;2;1;TALLONE CESARE;0;0;CESARE TALLONE;CESARE TALLONE;CESARE TALLONE;;Via Cesare Tallone;100
3310;2;1;DECEMVIRI;0;0;DECEMVIRI;DECEMVIRI;DECEMVIRI;;Via privata Decemviri;85
3311;2;1;PIETRO DA CORTONA;0;0;PIETRO DA CORTONA;PIETRO DA CORTONA;PIETRO DA CORTONA;;Via Pietro da Cortona;100
3312;2;3;GUARDI FRANCESCO;0;0;FRANCESCO GUARDI;FRANCESCO GUARDI;FRANCESCO GUARDI;;Piazza Francesco Guardi;100
3313;2;1;CANALETTO;0;0;CANALETTO;CANALETTO;CANALETTO;;Via Canaletto;100
3314;2;1;PELLIZZONE ANDREA;0;0;ANDREA PELLIZZONE;ANDREA PELLIZZONE;ANDREA PELLIZZONE;;Via Andrea Pellizzone;100
3315;2;1;MARESCALCHI FERDINANDO;0;0;FERDINANDO MARESCALCHI;FERDINANDO MARESCALCHI;FERDINANDO MARESCALCHI;;Via Ferdinando Marescalchi;100
3316;2;3;GEROLAMO (SAN);0;0;SAN GEROLAMO;SAN GEROLAMO;SAN GEROLAMO;;Piazza San Gerolamo;100
3317;2;1;CAVRIANA;0;0;CAVRIANA;CAVRIANA;CAVRIANA;;Via Cavriana;100
3318;2;2;FORLANINI ENRICO;0;0;ENRICO FORLANINI;ENRICO FORLANINI;ENRICO FORLANINI;;Viale Enrico Forlanini;100
3319;2;2;AVIAZIONE (DELL');0;0;DELL'AVIAZIONE;DELL'AVIAZIONE;DELL'AVIAZIONE;;Viale dell'Aviazione;100
3320;2;1;MONLUE';0;0;MONLUE';MONLUE';MONLUE';;Via Monluè;95
3321;2;1;REPETTI ALESSANDRO;0;0;ALESSANDRO REPETTI;ALESSANDRO REPETTI;ALESSANDRO REPETTI;;Via Alessandro Repetti;100
3322;2;1;MARCO BRUTO;0;0;MARCO BRUTO;MARCO BRUTO;MARCO BRUTO;;Via Marco Bruto;100
3323;2;1;MECENATE;0;0;MECENATE;MECENATE;MECENATE;;Via Mecenate;100
3324;2;3;OVIDIO;0;0;OVIDIO;OVIDIO;OVIDIO;;Piazza Ovidio;100
3325;2;1;SALOMONE ORESTE;0;0;ORESTE SALOMONE;ORESTE SALOMONE;ORESTE SALOMONE;;Via Oreste Salomone;100
3326;2;1;ATTILIO REGOLO;0;0;ATTILIO REGOLO;ATTILIO REGOLO;ATTILIO REGOLO;;Via Attilio Regolo;100
3327;2;3;CARTAGINE;0;0;CARTAGINE;CARTAGINE;CARTAGINE;;Piazza Cartagine;100
3328;2;1;ZAMA;0;0;ZAMA;ZAMA;ZAMA;;Via Zama;100
3329;2;1;NUMIDIA;0;0;NUMIDIA;NUMIDIA;NUMIDIA;;Via Numidia;100
3330;2;1;NORICO;20021015;;NORICO;NORICO;NORICO;;Via Norico;100
3331;2;1;BERLESE ANTONIO;0;0;ANTONIO BERLESE;ANTONIO BERLESE;ANTONIO BERLESE;;Via Antonio Berlese;100
3332;2;1;PORTALUPPI PIERO;0;0;PIERO PORTALUPPI;PIERO PORTALUPPI;PIERO PORTALUPPI;;Via Piero Portaluppi;100
3333;2;1;MONTE CIMONE;0;0;MONTE CIMONE;MONTE CIMONE;MONTE CIMONE;;Via Monte Cimone;100
3334;2;1;LOMBROSO CESARE;0;0;CESARE LOMBROSO;CESARE LOMBROSO;CESARE LOMBROSO;;Via Cesare Lombroso;100
3335;2;1;VISMARA GASPARE;0;0;GASPARE VISMARA;GASPARE VISMARA;GASPARE VISMARA;;Via Gaspare Vismara;100
3336;2;1;MASPERO PAOLO;0;0;PAOLO MASPERO;PAOLO MASPERO;PAOLO MASPERO;;Via Paolo Maspero;100
3337;2;1;TURCHINO (DEL);0;0;DEL TURCHINO;DEL TURCHINO;DEL TURCHINO;;Via del Turchino;100
3338;2;1;MONTE VELINO;0;0;MONTE VELINO;MONTE VELINO;MONTE VELINO;;Via Monte Velino;100
3339;2;1;CADIBONA;0;0;CADIBONA;CADIBONA;CADIBONA;;Via Cadibona;100
3340;2;1;ABETONE;20000101;0;ABETONE;ABETONE;ABETONE;;Via Abetone;100
3341;2;1;BONFADINI ROMUALDO;0;0;ROMUALDO BONFADINI;ROMUALDO BONFADINI;ROMUALDO BONFADINI;;Via Romualdo Bonfadini;100
3342;2;1;SORDELLO LUIGI;0;0;LUIGI SORDELLO;LUIGI SORDELLO;LUIGI SORDELLO;;Via Luigi Sordello;100
3343;2;1;MORSENCHIO;0;0;MORSENCHIO;MORSENCHIO;MORSENCHIO;;Via Privata Morsenchio;85
3344;2;1;PAREA CARLO;0;0;CARLO PAREA;CARLO PAREA;CARLO PAREA;;Via Carlo Parea;100
3345;2;1;MONTE OLIVETO;0;0;MONTE OLIVETO;MONTE OLIVETO;MONTE OLIVETO;;Via Monte Oliveto;100
3346;2;1;MONTECASSINO;0;0;MONTECASSINO;MONTECASSINO;MONTECASSINO;;Via Montecassino;100
3347;2;1;UMILIATI (DEGLI);0;0;DEGLI UMILIATI;DEGLI UMILIATI;DEGLI UMILIATI;;Via degli Umiliati;100
3348;2;1;CAMALDOLI;0;0;CAMALDOLI;CAMALDOLI;CAMALDOLI;;Via Camaldoli;100
3349;2;1;TOLEDO;0;0;TOLEDO;TOLEDO;TOLEDO;;Via Toledo;100
3350;2;1;MELERI GEREMIA;0;0;GEREMIA MELERI;GEREMIA MELERI;GEREMIA MELERI;;Via Geremia Meleri;100
3351;2;1;MARIGNANO;0;0;MARIGNANO;MARIGNANO;MARIGNANO;;Via Marignano;100
3352;2;1;PIETRI GIUSEPPE;0;0;GIUSEPPE PIETRI;GIUSEPPE PIETRI;GIUSEPPE PIETRI;;Via Giuseppe Pietri;100
3353;2;1;GUARINO VERONESE;0;0;GUARINO VERONESE;GUARINO VERONESE;VERONESE GUARINO;;Via Veronese Guarino;95
3354;2;1;MONTI LEPINI;0;0;MONTI LEPINI;MONTI LEPINI;MONTI LEPINI;;Via Monti Lepini;100
3355;2;1;FANTOLI GAUDENZIO;0;0;GAUDENZIO FANTOLI;GAUDENZIO FANTOLI;GAUDENZIO FANTOLI;;Via Gaudenzio Fantoli;100
3356;2;1;TIRONE MARCO TULLIO;0;0;MARCO TULLIO TIRONE;MARCO TULLIO TIRONE;MARCO TULLIO TIRONE;;Via Privata Marco Tullio Tirone;95
3357;2;2;UNGHERIA;0;0;UNGHERIA;UNGHERIA;UNGHERIA;;Viale Ungheria;100
3358;2;1;QUINTILIANO MARCO FABIO;0;0;MARCO FABIO QUINTILIANO;MARCO FABIO QUINTILIANO;MARCO FABIO QUINTILIANO;;Via Marco Fabio Quintiliano;100
3359;2;1;PRUDENZIO CLEMENTE;0;0;CLEMENTE PRUDENZIO;CLEMENTE PRUDENZIO;CLEMENTE PRUDENZIO;;Via Clemente Prudenzio;100
3360;2;1;DIONE CASSIO;0;0;CASSIO DIONE;CASSIO DIONE;CASSIO DIONE;;Via Cassio Dione;100
3361;2;1;MONTESSORI MARIA;0;0;MARIA MONTESSORI;MARIA MONTESSORI;MARIA MONTESSORI;;Via Maria Montessori;100
3362;2;1;TOSCOLANO;0;0;TOSCOLANO;TOSCOLANO;TOSCOLANO;;Via Toscolano;100
3363;2;1;DALMAZIA;0;0;DALMAZIA;DALMAZIA;DALMAZIA;;Via Dalmazia;100
3364;2;1;ZANTE;0;0;ZANTE;ZANTE;ZANTE;;Via Zante;100
3365;2;1;FACCHINETTI CIPRIANO;0;0;CIPRIANO FACCHINETTI;CIPRIANO FACCHINETTI;CIPRIANO FACCHINETTI;;Via Cipriano Facchinetti;100
3366;2;1;DECORATI AL VALOR CIVILE;0;0;DECORATI AL VALOR CIVILE;DECORATI AL VALOR CIVILE;DECORATI AL VALOR CIVILE;;Via Decorati al Valor Civile;100
3367;2;1;MONDOLFO UGO GUIDO;0;0;UGO GUIDO MONDOLFO;UGO GUIDO MONDOLFO;UGO GUIDO MONDOLFO;;Via Ugo Guido Mondolfo;100
3368;2;1;VARSAVIA;0;0;VARSAVIA;VARSAVIA;VARSAVIA;;Via Varsavia;100
3369;2;1;PECORINI ABELARDO;0;0;ABELARDO PECORINI;ABELARDO PECORINI;ABELARDO PECORINI;;Via Abelardo Pecorini;100
3370;2;1;LIRI (DEL);0;0;DEL LIRI;DEL LIRI;DEL LIRI;;Via del Liri;100
3371;2;4;GUERRIERI GONZAGA ANSELMO;0;0;ANSELMO GUERRIERI GONZAGA;ANSELMO GUERRIERI GONZAGA;ANSELMO GUERRIERI GONZAGA;;Largo Anselmo Guerrieri Gonzaga;100
3372;2;1;GIRAUD EDOARDO;0;0;EDOARDO GIRAUD;EDOARDO GIRAUD;EDOARDO GIRAUD;;Via Edoardo Giraud;100
3373;2;25;PAULLESE;0;0;PAULLESE;PAULLESE;PROVINCIALE EXSS415 PAULLESE;;Strada Paullese;100
3374;2;1;SERRATI MENOTTI GIACINTO;0;0;GIACINTO SERRATI MENOTTI;GIACINTO SERRATI MENOTTI;GIACINTO SERRATI MENOTTI;;Via Giacinto Serrati Menotti;100
3375;2;1;UCELLI DI NEMI GUIDO;0;0;GUIDO UCELLI DI NEMI;GUIDO UCELLI DI NEMI;GUIDO UCELLI DI NEMI;;Via Guido Ucelli di Nemi;100
3376;2;1;PESTAGALLI (DEI);0;0;DEI PESTAGALLI;DEI PESTAGALLI;PIETRO E GIUSEPPE PESTAGALLI;;Via Pietro e Giuseppe Pestagalli;85
3377;2;1;MEDICI DEL VASCELLO GIACOMO;0;0;GIACOMO MEDICI DEL VASCELLO;GIACOMO MEDICI DEL VASCELLO;GIACOMO MEDICI DEL VASCELLO;;Via Giacomo Medici del Vascello;100
3378;2;1;RILKE RAINER MARIA;0;0;RAINER MARIA RILKE;RAINER MARIA RILKE;RAINER MARIA RILKE;;Via Rainer Maria Rilke;100
3379;2;1;VITTORINI ELIO;0;0;ELIO VITTORINI;ELIO VITTORINI;ELIO VITTORINI;;Via Elio Vittorini;100
3380;2;1;TRANI;0;0;TRANI;TRANI;TRANI;;Via Trani;100
3381;2;20;GALLI GUIDO;19911220;;GUIDO GALLI;GUIDO GALLI;GUIDO GALLI;;;100
3382;2;1;MADERNA BRUNO;19931223;;BRUNO MADERNA;BRUNO MADERNA;BRUNO MADERNA;;Via Bruno Maderna;100
3383;2;1;MALIPIERO GIANFRANCO;19931224;;GIANFRANCO MALIPIERO;GIANFRANCO MALIPIERO;GIANFRANCO MALIPIERO;;Via Gianfranco Malipiero;100
3384;2;4;SERENI VITTORIO;19940131;;VITTORIO SERENI;VITTORIO SERENI;VITTORIO SERENI;;Largo Vittorio Sereni;100
3385;2;1;CASCINA MEREZZATE;19961106;;CASCINA MEREZZATE;CASCINA MEREZZATE;CASCINA MEREZZATE;;Via Cascina Merezzate;100
3386;2;1;PINAROLI GIACOMO;19991014;;GIACOMO PINAROLI;GIACOMO PINAROLI;GIACOMO PINAROLI;;Via Giacomo Pinaroli;100
3387;2;18;CAZZETTA LUIGI;20041123;0;LUIGI CAZZETTA;LUIGI CAZZETTA;LUIGI CAZZETTA;;;100
3388;2;1;IMPASTATO GIUSEPPE;20060606;0;GIUSEPPE IMPASTATO;GIUSEPPE IMPASTATO;GIUSEPPE IMPASTATO;;Via Giuseppe Impastato;100
3389;2;4;BIAGI MARCO;20070316;0;MARCO BIAGI;MARCO BIAGI;MARCO BIAGI;;Largo Marco Biagi;100
3390;2;27;BAZLEN ROBERTO;20080509;0;ROBERTO BAZLEN;ROBERTO BAZLEN;ROBERTO BAZLEN;;;100
3391;2;3;OCCHIALINI GIUSEPPE DETTO BEPPE;20090622;0;GIUSEPPE OCCHIALINI;GIUSEPPE OCCHIALINI; ;;"Piazza Giuseppe ""Beppo"" Occhialini";95
3392;2;1;TALIEDO;20091216;0;TALIEDO;TALIEDO;TALIEDO;;Via Taliedo;100
3393;2;1;BORGO MORSENCHINO;20091216;0;BORGO MORSENCHINO;BORGO MORSENCHINO;BORGO MORSENCHINO;;;100
3394;2;27;MARINO ANTONIO;20100422;0;ANTONIO MARINO;ANTONIO MARINO; ;;;100
3395;2;3;CARNELLI MONSIGNOR PIERO;20110129;0;MONSIGNOR PIERO CARNELLI;MONSIGNOR PIERO CARNELLI; ;;Piazza Don Piero Carnelli;86
3396;2;27;RUCCI FRANCESCO;20110917;0;FRANCESCO RUCCI;FRANCESCO RUCCI; ;;;86
3397;2;4;UNDICI SETTEMBRE 2001;20120111;;11-set-01;11-set-01;11 SETTEMBRE 2001 2001;;;86
3398;2;27;VIGEVANI ALBERTO;20150507;;ALBERTO VIGEVANI;ALBERTO VIGEVANI; ;;;86
3399;2;27;PIETRA ITALO;20160407;;ITALO PIETRA; ; ;;;86
3400;2;1;MAZZOLA VALENTINO;20171113;;VALENTINO MAZZOLA;VALENTINO MAZZOLA;MUGELLO;;;86
3401;2;1;AZZURRI D'ITALIA;20171113;;AZZURRI D'ITALIA; ;MONTE ORTIGARA;;;86
4001;2;27;FALLACI ORIANA;20070629;0;ORIANA FALLACI;ORIANA FALLACI;ORIANA FALLACI;;;86
4002;2;23;MIELI RENATO;20021030;0;RENATO MIELI;RENATO MIELI; ;;;86
4003;2;4;PARENTI FRANCO;20001205;0;FRANCO PARENTI;FRANCO PARENTI;FRANCO PARENTI;;Largo Franco Parenti;100
4004;2;1;SCALARINI GIUSEPPE;0;0;GIUSEPPE SCALARINI;GIUSEPPE SCALARINI;GIUSEPPE SCALARINI;;Via Giuseppe Scalarini;100
4005;2;1;LORENZINI GIOVANNI;0;0;GIOVANNI LORENZINI;GIOVANNI LORENZINI;GIOVANNI LORENZINI;;Via Giovanni Lorenzini;100
4006;2;1;VERNE GIULIO;0;0;GIULIO VERNE;GIULIO VERNE;GIULIO VERNE;;Via Giulio Verne;100
4007;2;1;MORIVIONE;0;0;MORIVIONE;MORIVIONE;MORIVIONE;;Via Morivione;100
4008;2;23;PELLEGRINI (DEI);0;0;DEI PELLEGRINI;DEI PELLEGRINI;DEI PELLEGRINI;;Sito dei Pellegrini;100
4009;2;1;PATELLANI CARLO;0;0;CARLO PATELLANI;CARLO PATELLANI;CARLO PATELLANI;;Via Carlo Patellani;100
4010;2;1;VIGONI GIUSEPPE;0;0;GIUSEPPE VIGONI;GIUSEPPE VIGONI;GIUSEPPE VIGONI;;Via Giuseppe Vigoni;100
4011;2;1;MERCALLI GIUSEPPE;0;0;GIUSEPPE MERCALLI;GIUSEPPE MERCALLI;GIUSEPPE MERCALLI;;Via Giuseppe Mercalli;100
4012;2;3;FERRARI ANDREA CARDINALE;0;0;CARDINALE ANDREA FERRARI;CARDINALE ANDREA FERRARI;CARDINALE ANDREA FERRARI;;Piazza Cardinale Andrea Ferrari;100
4013;2;1;MARCHIONDI PAOLO;0;0;PAOLO MARCHIONDI;PAOLO MARCHIONDI;PAOLO MARCHIONDI;;Via Paolo Marchiondi;100
4014;2;1;CALIMERO (SAN);0;0;SAN CALIMERO;SAN CALIMERO;SAN CALIMERO;;Via San Calimero;100
4015;2;1;LUSARDI ALDO;0;0;ALDO LUSARDI;ALDO LUSARDI;ALDO LUSARDI;;Via Aldo Lusardi;100
4016;2;1;MARTINO (SAN);0;0;SAN MARTINO;SAN MARTINO;SAN MARTINO;;Via San Martino;100
4017;2;1;MELEGNANO;0;0;MELEGNANO;MELEGNANO;MELEGNANO;;Via Melegnano;100
4018;2;1;LUCIA (SANTA);0;0;SANTA LUCIA;SANTA LUCIA;SANTA LUCIA;;Via Santa Lucia;100
4019;2;1;BIANCA DI SAVOIA;0;0;BIANCA DI SAVOIA;BIANCA DI SAVOIA;BIANCA DI SAVOIA;;Via Bianca di Savoia;100
4020;2;1;FRANCESCO D'ASSISI (SAN);0;0;SAN FRANCESCO D'ASSISI;SAN FRANCESCO D'ASSISI;SAN FRANCESCO D'ASSISI;;Via San Francesco d'Assisi;100
4021;2;1;QUADRONNO;0;0;QUADRONNO;QUADRONNO;QUADRONNO;;Via Quadronno;100
4022;2;1;PINI GAETANO;0;0;GAETANO PINI;GAETANO PINI;GAETANO PINI;;Via Gaetano Pini;100
4023;2;1;ANELLI LUIGI;0;0;LUIGI ANELLI;LUIGI ANELLI;LUIGI ANELLI;;Via Luigi Anelli;100
4024;2;1;CRIVELLI CARLO;0;0;CARLO CRIVELLI;CARLO CRIVELLI;CARLO CRIVELLI;;Via Carlo Crivelli;100
4025;2;1;ORIANI ALFREDO;0;0;ALFREDO ORIANI;ALFREDO ORIANI;ALFREDO ORIANI;;Via Alfredo Oriani;100
4026;2;11;PORTA VIGENTINA (DI);0;0;DI PORTA VIGENTINA;DI PORTA VIGENTINA;DI PORTA VIGENTINA;;Corso di Porta Vigentina;100
4027;2;1;CASSOLO;0;0;CASSOLO;CASSOLO;CASSOLO;;Via Cassolo;100
4028;2;1;PELLEGRINI (DEI);0;0;DEI PELLEGRINI;DEI PELLEGRINI;DEI PELLEGRINI;;Via dei Pellegrini;100
4029;2;1;GUBBIO;0;0;GUBBIO;GUBBIO;GUBBIO;;Via Gubbio;100
4030;2;1;CABRINI MADRE;0;0;MADRE CABRINI;MADRE CABRINI;MADRE CABRINI;;Via Madre Cabrini;100
4031;2;1;ORTI;0;0;ORTI;ORTI;ORTI;;Via Orti;100
4032;2;1;SIRACUSA;0;0;SIRACUSA;SIRACUSA;SIRACUSA;;Via Privata Siracusa;85
4033;2;1;REGGIO;0;0;REGGIO;REGGIO;REGGIO;;Via Privata Reggio;85
4034;2;1;CURTATONE;0;0;CURTATONE;CURTATONE;CURTATONE;;Via Curtatone;100
4035;2;1;BRAIDA (DELLA);0;0;DELLA BRAIDA;DELLA BRAIDA;DELLA BRAIDA;;Via privata della Braida;85
4036;2;2;CALDARA EMILIO;0;0;EMILIO CALDARA;EMILIO CALDARA;EMILIO CALDARA;;Viale Emilio Caldara;100
4037;2;1;VAINA EUGENIO;0;0;EUGENIO VAINA;EUGENIO VAINA;EUGENIO VAINA;;Via Eugenio Vaina;100
4038;2;2;FILIPPETTI ANGELO;0;0;ANGELO FILIPPETTI;ANGELO FILIPPETTI;ANGELO FILIPPETTI;;Viale Angelo Filippetti;100
4039;2;7;PORTA LODOVICA (DI);0;0;DI PORTA LODOVICA;DI PORTA LODOVICA;DI PORTA LODOVICA;;Piazzale di Porta Lodovica;100
4040;2;1;TEULIE' PIETRO;0;0;PIETRO TEULIE';PIETRO TEULIE';PIETRO TEULIE';;Via Pietro Teuliè;97
4041;2;1;RONTGEN GUGLIELMO CORRADO;0;0;GUGLIELMO CORRADO RONTGEN;GUGLIELMO CORRADO RONTGEN;CORRADO GUGLIELMO RONTGEN;;Via Corrado Guglielmo Rontgen;95
4042;2;3;SRAFFA ANGELO;0;0;ANGELO SRAFFA;ANGELO SRAFFA;ANGELO SRAFFA;;Piazza Angelo Sraffa;100
4043;2;1;SABBATINI LEOPOLDO;0;0;LEOPOLDO SABBATINI;LEOPOLDO SABBATINI;LEOPOLDO SABBATINI;;Via Leopoldo Sabbatini;100
